PM2.5,CO,SO2,NO2,PM10,No,year,month,day,hour,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station
99.0,700.0,2.0,39.0,99.0,10800.0,2010.0,5.0,25.0,0.0,37.0,20.8,1000.0,19.6,0.0,0.2,SE,Aotizhongxin
97.0,1100.0,2.0,47.0,97.0,10800.0,2010.0,5.0,25.0,1.0,17.0,20.5,1000.0,19.5,0.0,1.1,SW,Aotizhongxin
102.0,1300.0,2.0,54.0,102.0,10800.0,2010.0,5.0,25.0,2.0,13.0,20.3,1000.0,19.6,0.0,0.4,WNW,Aotizhongxin
101.0,1200.0,2.0,42.0,101.0,10800.0,2010.0,5.0,25.0,3.0,24.0,20.3,1000.0,19.8,0.0,1.1,WSW,Aotizhongxin
113.0,800.0,2.0,26.0,113.0,10800.0,2010.0,5.0,25.0,4.0,38.0,20.3,1000.0,20.0,0.0,0.6,SW,Aotizhongxin
120.0,700.0,2.0,26.0,120.0,10800.0,2010.0,5.0,25.0,5.0,28.0,20.2,1000.0,20.0,0.0,1.0,NE,Aotizhongxin
127.0,700.0,2.0,33.0,127.0,10800.0,2010.0,5.0,25.0,6.0,17.0,21.3,1000.0,14.0,0.0,1.8,NNE,Aotizhongxin
125.0,700.0,2.0,38.0,125.0,10800.0,2010.0,5.0,25.0,7.0,20.0,23.8,1000.0,6.1,0.0,1.1,NNW,Aotizhongxin
172.0,300.0,4.0,22.0,172.0,10800.0,2010.0,5.0,25.0,8.0,68.0,23.1,1000.0,5.0,0.0,1.5,NNE,Aotizhongxin
193.0,200.0,3.0,22.0,193.0,10800.0,2010.0,5.0,25.0,9.0,72.0,25.5,1000.0,4.6,0.0,2.9,N,Aotizhongxin
198.0,300.0,2.0,22.0,601.0,10800.0,2010.0,5.0,25.0,10.0,71.0,26.8,1000.0,5.1,0.0,3.5,NNW,Aotizhongxin
154.0,200.0,2.0,13.0,478.0,10800.0,2010.0,5.0,25.0,11.0,82.0,27.2,1000.0,4.3,0.0,2.9,NW,Aotizhongxin
73.0,200.0,2.0,12.0,269.0,10800.0,2010.0,5.0,25.0,12.0,87.0,27.4,1000.0,3.1,0.0,5.3,WNW,Aotizhongxin
22.0,200.0,2.0,11.0,46.0,10800.0,2010.0,5.0,25.0,13.0,93.0,27.9,1000.0,3.5,0.0,2.9,N,Aotizhongxin
21.0,200.0,3.0,10.0,21.0,10800.0,2010.0,5.0,25.0,14.0,97.0,27.8,1000.0,-1.2,0.0,5.6,N,Aotizhongxin
17.0,200.0,2.0,10.0,88.0,10800.0,2010.0,5.0,25.0,15.0,99.0,27.9,1000.0,0.6,0.0,5.7,NW,Aotizhongxin
16.0,200.0,2.0,9.0,52.0,10800.0,2010.0,5.0,25.0,16.0,102.0,27.8,1000.0,2.0,0.0,2.6,NW,Aotizhongxin
16.0,200.0,3.0,10.0,103.0,10800.0,2010.0,5.0,25.0,17.0,102.0,27.4,999.0,0.2,0.0,1.7,NNW,Aotizhongxin
13.0,200.0,3.0,12.0,78.0,10800.0,2010.0,5.0,25.0,18.0,97.0,24.7,999.0,6.4,0.0,0.6,NE,Aotizhongxin
11.0,200.0,2.0,17.0,53.0,10800.0,2010.0,5.0,25.0,19.0,88.0,23.9,999.0,-1.9,0.0,2.7,N,Aotizhongxin
11.0,300.0,2.0,34.0,54.0,10800.0,2010.0,5.0,25.0,20.0,65.0,23.2,1000.0,-0.4,0.0,1.7,NNE,Aotizhongxin
16.0,400.0,2.0,47.0,34.0,10800.0,2010.0,5.0,25.0,21.0,48.0,20.7,1000.0,3.0,0.0,0.0,WNW,Aotizhongxin
22.0,500.0,2.0,82.0,110.0,10800.0,2010.0,5.0,25.0,22.0,9.0,17.6,1000.0,5.5,0.0,0.2,SW,Aotizhongxin
25.0,700.0,3.0,94.0,84.0,10800.0,2010.0,5.0,25.0,23.0,2.0,18.3,1000.0,2.2,0.0,0.7,S,Aotizhongxin
32.0,700.0,3.0,93.0,120.0,10800.0,2010.0,5.0,26.0,0.0,2.0,16.8,1000.0,7.4,0.0,0.4,ESE,Aotizhongxin
24.0,500.0,2.0,83.0,70.0,10800.0,2010.0,5.0,26.0,1.0,2.0,14.6,999.0,6.2,0.0,0.0,WNW,Aotizhongxin
21.0,400.0,2.0,83.0,60.0,10800.0,2010.0,5.0,26.0,2.0,2.0,14.6,999.0,7.4,0.0,0.0,WNW,Aotizhongxin
24.0,400.0,3.0,81.0,106.0,10800.0,2010.0,5.0,26.0,3.0,2.0,13.9,998.0,8.1,0.0,0.0,WSW,Aotizhongxin
14.0,400.0,2.0,79.0,14.0,10800.0,2010.0,5.0,26.0,4.0,2.0,13.4,998.0,8.0,0.0,0.1,SW,Aotizhongxin
11.0,400.0,2.0,79.0,76.0,10800.0,2010.0,5.0,26.0,5.0,2.0,14.0,998.0,9.0,0.0,0.1,W,Aotizhongxin
20.0,400.0,2.0,75.0,115.0,10800.0,2010.0,5.0,26.0,6.0,2.0,17.9,998.0,12.6,0.0,1.2,WSW,Aotizhongxin
41.0,600.0,5.0,70.0,192.0,10800.0,2010.0,5.0,26.0,7.0,2.0,22.2,997.0,10.7,0.0,1.0,N,Aotizhongxin
39.0,600.0,6.0,82.0,39.0,10800.0,2010.0,5.0,26.0,8.0,5.0,27.0,996.0,7.9,0.0,1.4,WSW,Aotizhongxin
29.0,600.0,5.0,74.0,29.0,10800.0,2010.0,5.0,26.0,9.0,35.0,29.8,996.0,4.4,0.0,1.7,W,Aotizhongxin
23.0,500.0,5.0,56.0,80.0,10800.0,2010.0,5.0,26.0,10.0,67.0,32.8,995.0,2.8,0.0,1.3,NW,Aotizhongxin
30.0,500.0,6.0,55.0,87.0,10800.0,2010.0,5.0,26.0,11.0,81.0,31.9,993.0,6.9,0.0,3.3,SW,Aotizhongxin
31.0,400.0,6.0,40.0,82.0,10800.0,2010.0,5.0,26.0,12.0,104.0,32.3,992.0,7.9,0.0,2.8,SW,Aotizhongxin
27.0,300.0,6.0,30.0,79.0,10800.0,2010.0,5.0,26.0,13.0,132.0,32.1,991.0,7.7,0.0,2.8,SW,Aotizhongxin
30.0,300.0,6.0,23.0,80.0,10800.0,2010.0,5.0,26.0,14.0,145.0,33.3,990.0,8.7,0.0,2.6,SW,Aotizhongxin
40.0,300.0,6.0,35.0,162.0,10800.0,2010.0,5.0,26.0,15.0,150.0,34.6,989.0,9.1,0.0,1.3,WNW,Aotizhongxin
39.0,300.0,6.0,39.0,134.0,10800.0,2010.0,5.0,26.0,16.0,149.0,35.5,988.0,1.7,0.0,2.6,WNW,Aotizhongxin
44.0,400.0,6.0,49.0,44.0,10800.0,2010.0,5.0,26.0,17.0,128.0,35.4,988.0,0.4,0.0,3.0,NNW,Aotizhongxin
25.0,300.0,4.0,27.0,25.0,10800.0,2010.0,5.0,26.0,18.0,114.0,32.4,988.0,-0.7,0.0,2.5,W,Aotizhongxin
18.0,300.0,3.0,25.0,18.0,10800.0,2010.0,5.0,26.0,19.0,109.0,27.1,989.0,2.2,0.0,1.0,NE,Aotizhongxin
20.0,400.0,3.0,44.0,112.0,10800.0,2010.0,5.0,26.0,20.0,78.0,24.5,989.0,5.3,0.0,0.0,WNW,Aotizhongxin
32.0,600.0,4.0,108.0,121.0,10800.0,2010.0,5.0,26.0,21.0,8.0,22.8,990.0,6.5,0.0,0.7,SSW,Aotizhongxin
41.0,900.0,6.0,125.0,178.0,10800.0,2010.0,5.0,26.0,22.0,2.0,21.4,990.0,8.3,0.0,0.9,SW,Aotizhongxin
38.0,800.0,5.0,118.0,62.0,10800.0,2010.0,5.0,26.0,23.0,2.0,20.0,990.0,9.0,0.0,0.2,W,Aotizhongxin
37.0,700.0,9.0,122.0,83.0,10800.0,2010.0,5.0,27.0,0.0,2.0,18.5,989.0,9.0,0.0,0.0,W,Aotizhongxin
27.0,600.0,7.0,108.0,166.0,10800.0,2010.0,5.0,27.0,1.0,2.0,17.5,989.0,8.4,0.0,0.0,WNW,Aotizhongxin
29.0,700.0,6.0,83.0,125.0,10900.0,2010.0,5.0,27.0,2.0,2.0,17.7,989.0,9.3,0.0,0.0,ESE,Aotizhongxin
46.0,700.0,10.0,100.0,180.0,10900.0,2010.0,5.0,27.0,3.0,2.0,17.8,989.0,10.9,0.0,0.0,SE,Aotizhongxin
44.0,500.0,7.0,97.0,67.0,10900.0,2010.0,5.0,27.0,4.0,2.0,18.1,989.0,10.2,0.0,0.6,WSW,Aotizhongxin
51.0,500.0,6.0,101.0,88.0,10900.0,2010.0,5.0,27.0,6.0,2.0,21.3,990.0,14.5,0.0,0.6,SW,Aotizhongxin
114.0,300.0,4.0,59.0,315.0,10900.0,2010.0,5.0,27.0,7.0,48.0,29.0,989.0,7.0,0.0,2.1,NNE,Aotizhongxin
145.0,400.0,3.0,69.0,526.0,10900.0,2010.0,5.0,27.0,8.0,42.0,30.6,989.0,0.1,0.0,4.0,N,Aotizhongxin
139.0,300.0,4.0,24.0,483.0,10900.0,2010.0,5.0,27.0,9.0,89.0,31.0,990.0,-0.7,0.0,6.1,N,Aotizhongxin
53.0,200.0,3.0,12.0,120.0,10900.0,2010.0,5.0,27.0,10.0,112.0,30.0,990.0,3.9,0.0,5.6,NW,Aotizhongxin
7.0,100.0,2.0,11.0,7.0,10900.0,2010.0,5.0,27.0,13.0,111.0,30.3,990.0,6.2,0.0,5.2,NNE,Aotizhongxin
14.0,100.0,2.0,12.0,14.0,10900.0,2010.0,5.0,27.0,14.0,104.0,27.7,991.0,11.7,0.0,2.4,NE,Aotizhongxin
16.0,200.0,2.0,16.0,16.0,10900.0,2010.0,5.0,27.0,15.0,91.0,29.5,991.0,10.1,0.0,2.1,NNE,Aotizhongxin
14.0,600.0,2.0,23.0,14.0,10900.0,2010.0,5.0,27.0,16.0,80.0,31.2,990.0,5.6,0.0,3.3,NNE,Aotizhongxin
16.0,200.0,2.0,18.0,16.0,10900.0,2010.0,5.0,27.0,17.0,88.0,31.9,990.0,1.1,0.0,4.2,NNE,Aotizhongxin
14.0,200.0,2.0,16.0,14.0,10900.0,2010.0,5.0,27.0,19.0,97.0,28.8,993.0,2.1,0.0,1.6,NE,Aotizhongxin
12.0,200.0,2.0,14.0,12.0,10900.0,2010.0,5.0,27.0,20.0,97.0,23.1,994.0,8.0,0.0,0.5,WNW,Aotizhongxin
13.0,200.0,2.0,25.0,13.0,10900.0,2010.0,5.0,27.0,21.0,81.0,20.3,995.0,8.6,0.0,0.0,N,Aotizhongxin
13.0,200.0,2.0,32.0,13.0,10900.0,2010.0,5.0,27.0,22.0,68.0,18.8,995.0,8.7,0.0,0.0,NNW,Aotizhongxin
14.0,300.0,2.0,52.0,14.0,10900.0,2010.0,5.0,27.0,23.0,44.0,18.1,996.0,10.7,0.0,0.1,NNE,Aotizhongxin
15.0,300.0,2.0,67.0,15.0,10900.0,2010.0,5.0,28.0,0.0,27.0,17.1,996.0,9.5,0.0,0.0,NNW,Aotizhongxin
22.0,400.0,3.0,98.0,22.0,10900.0,2010.0,5.0,28.0,1.0,2.0,16.2,996.0,12.4,0.0,0.0,NNW,Aotizhongxin
47.0,700.0,11.0,104.0,47.0,10900.0,2010.0,5.0,28.0,2.0,2.0,15.4,997.0,11.4,0.0,0.0,WNW,Aotizhongxin
43.0,700.0,9.0,107.0,43.0,10900.0,2010.0,5.0,28.0,3.0,2.0,15.1,997.0,11.5,0.0,0.4,SW,Aotizhongxin
51.0,800.0,13.0,113.0,51.0,10900.0,2010.0,5.0,28.0,4.0,2.0,15.1,997.0,11.5,0.0,1.1,E,Aotizhongxin
39.0,900.0,10.0,107.0,39.0,10900.0,2010.0,5.0,28.0,5.0,2.0,17.1,998.0,10.7,0.0,1.4,NE,Aotizhongxin
40.0,900.0,12.0,98.0,40.0,10900.0,2010.0,5.0,28.0,6.0,2.0,19.8,998.0,11.0,0.0,0.4,ENE,Aotizhongxin
40.0,500.0,7.0,96.0,40.0,10900.0,2010.0,5.0,28.0,7.0,2.0,23.2,998.0,10.3,0.0,0.9,E,Aotizhongxin
34.0,600.0,7.0,92.0,34.0,10900.0,2010.0,5.0,28.0,8.0,4.0,27.0,998.0,8.9,0.0,1.0,NNE,Aotizhongxin
52.0,900.0,11.0,127.0,52.0,10900.0,2010.0,5.0,28.0,9.0,2.0,29.9,997.0,10.4,0.0,0.9,ENE,Aotizhongxin
49.0,800.0,11.0,127.0,49.0,10900.0,2010.0,5.0,28.0,10.0,25.0,32.0,996.0,7.6,0.0,1.4,S,Aotizhongxin
20.0,300.0,6.0,53.0,20.0,10900.0,2010.0,5.0,28.0,11.0,89.0,33.1,995.0,7.8,0.0,2.7,WSW,Aotizhongxin
19.0,300.0,7.0,43.0,19.0,10900.0,2010.0,5.0,28.0,12.0,128.0,34.4,994.0,9.6,0.0,3.5,WSW,Aotizhongxin
23.0,300.0,7.0,39.0,23.0,10900.0,2010.0,5.0,28.0,13.0,161.0,35.4,993.0,10.4,0.0,2.6,SW,Aotizhongxin
36.0,400.0,10.0,37.0,36.0,10900.0,2010.0,5.0,28.0,14.0,195.0,36.2,992.0,4.5,0.0,5.9,WSW,Aotizhongxin
32.0,400.0,9.0,42.0,32.0,10900.0,2010.0,5.0,28.0,15.0,191.0,35.9,991.0,5.2,0.0,7.0,SW,Aotizhongxin
43.0,400.0,10.0,44.0,43.0,10900.0,2010.0,5.0,28.0,16.0,166.0,35.5,990.0,3.9,0.0,6.8,WSW,Aotizhongxin
44.0,400.0,10.0,42.0,44.0,10900.0,2010.0,5.0,28.0,17.0,172.0,34.4,990.0,5.8,0.0,5.9,SW,Aotizhongxin
30.0,300.0,7.0,44.0,30.0,10900.0,2010.0,5.0,28.0,18.0,156.0,33.4,991.0,8.8,0.0,4.1,WSW,Aotizhongxin
30.0,300.0,9.0,41.0,30.0,10900.0,2010.0,5.0,28.0,19.0,165.0,32.7,992.0,8.9,0.0,2.7,WSW,Aotizhongxin
34.0,400.0,12.0,47.0,34.0,10900.0,2010.0,5.0,28.0,20.0,154.0,30.0,993.0,10.0,0.0,1.7,W,Aotizhongxin
34.0,600.0,12.0,48.0,34.0,10900.0,2010.0,5.0,28.0,21.0,149.0,29.7,992.0,9.8,0.0,1.8,WSW,Aotizhongxin
65.0,700.0,10.0,74.0,65.0,10900.0,2010.0,5.0,28.0,22.0,108.0,29.0,992.0,8.6,0.0,2.0,WSW,Aotizhongxin
43.0,700.0,15.0,83.0,43.0,10900.0,2010.0,5.0,28.0,23.0,89.0,27.8,992.0,9.1,0.0,1.2,SW,Aotizhongxin
47.0,700.0,15.0,100.0,47.0,10900.0,2010.0,5.0,29.0,0.0,68.0,26.5,992.0,9.4,0.0,1.4,SW,Aotizhongxin
48.0,600.0,15.0,95.0,48.0,10900.0,2010.0,5.0,29.0,1.0,68.0,22.7,992.0,12.0,0.0,0.2,W,Aotizhongxin
62.0,500.0,14.0,91.0,62.0,10900.0,2010.0,5.0,29.0,2.0,53.0,20.4,991.0,14.1,0.0,0.0,W,Aotizhongxin
55.0,500.0,14.0,115.0,55.0,10900.0,2010.0,5.0,29.0,3.0,20.0,19.3,991.0,13.2,0.0,0.0,W,Aotizhongxin
51.0,500.0,10.0,122.0,51.0,10900.0,2010.0,5.0,29.0,4.0,7.0,19.3,991.0,12.8,0.0,0.4,E,Aotizhongxin
56.0,600.0,9.0,124.0,56.0,10900.0,2010.0,5.0,29.0,5.0,2.0,19.2,992.0,13.8,0.0,1.0,ENE,Aotizhongxin
67.0,800.0,8.0,134.0,67.0,10900.0,2010.0,5.0,29.0,6.0,2.0,22.9,992.0,12.5,0.0,1.8,ENE,Aotizhongxin
68.0,800.0,11.0,116.0,68.0,10900.0,2010.0,5.0,29.0,7.0,6.0,25.7,992.0,13.2,0.0,1.0,ENE,Aotizhongxin
65.0,800.0,13.0,108.0,65.0,10900.0,2010.0,5.0,29.0,8.0,20.0,29.1,992.0,11.6,0.0,2.0,E,Aotizhongxin
73.0,900.0,15.0,127.0,73.0,10900.0,2010.0,5.0,29.0,9.0,39.0,32.0,992.0,12.8,0.0,1.5,E,Aotizhongxin
71.0,1500.0,20.0,97.0,71.0,10900.0,2010.0,5.0,29.0,10.0,109.0,35.2,992.0,12.2,0.0,2.3,ENE,Aotizhongxin
65.0,900.0,20.0,74.0,65.0,10900.0,2010.0,5.0,29.0,11.0,162.0,37.8,992.0,12.4,0.0,1.5,E,Aotizhongxin
58.0,800.0,18.0,63.0,58.0,10900.0,2010.0,5.0,29.0,12.0,213.0,39.2,991.0,4.6,0.0,1.8,ENE,Aotizhongxin
63.0,600.0,12.0,41.0,63.0,10900.0,2010.0,5.0,29.0,13.0,211.0,40.5,991.0,3.0,0.0,3.4,N,Aotizhongxin
39.0,500.0,9.0,34.0,39.0,10900.0,2010.0,5.0,29.0,14.0,214.0,40.3,990.0,5.4,0.0,3.5,WNW,Aotizhongxin
31.0,500.0,10.0,27.0,31.0,10900.0,2010.0,5.0,29.0,15.0,175.0,40.1,990.0,6.4,0.0,1.3,WNW,Aotizhongxin
19.0,500.0,28.0,21.0,19.0,10900.0,2010.0,5.0,29.0,16.0,143.0,38.1,991.0,9.6,0.0,1.9,SW,Aotizhongxin
21.0,900.0,24.0,30.0,21.0,10900.0,2010.0,5.0,29.0,17.0,180.0,35.7,992.0,12.0,0.0,1.2,WSW,Aotizhongxin
46.0,1100.0,6.0,67.0,46.0,10900.0,2010.0,5.0,29.0,18.0,225.0,34.9,992.0,10.7,0.0,0.9,SW,Aotizhongxin
38.0,800.0,2.0,69.0,38.0,10900.0,2010.0,5.0,29.0,19.0,160.0,29.1,993.0,13.7,0.0,0.0,WSW,Aotizhongxin
41.0,600.0,2.0,106.0,41.0,10900.0,2010.0,5.0,29.0,20.0,106.0,26.2,994.0,14.6,0.0,0.0,ESE,Aotizhongxin
113.0,1200.0,5.0,192.0,113.0,10900.0,2010.0,5.0,29.0,21.0,10.0,24.4,995.0,15.9,0.0,0.0,ESE,Aotizhongxin
78.0,1100.0,8.0,182.0,78.0,10900.0,2010.0,5.0,29.0,22.0,31.0,23.4,996.0,16.2,0.0,0.0,SE,Aotizhongxin
63.0,1200.0,7.0,185.0,63.0,10900.0,2010.0,5.0,29.0,23.0,17.0,23.8,996.0,17.8,0.0,0.0,NNE,Aotizhongxin
75.0,1300.0,8.0,209.0,75.0,10900.0,2010.0,5.0,30.0,0.0,2.0,22.8,997.0,15.4,0.0,0.7,E,Aotizhongxin
71.0,1100.0,11.0,177.0,71.0,10900.0,2010.0,5.0,30.0,1.0,2.0,23.0,997.0,15.3,0.0,0.5,NNW,Aotizhongxin
80.0,900.0,15.0,108.0,80.0,10900.0,2010.0,5.0,30.0,2.0,25.0,24.1,998.0,13.3,0.0,0.1,E,Aotizhongxin
106.0,1400.0,18.0,65.0,106.0,10900.0,2010.0,5.0,30.0,3.0,73.0,23.4,999.0,12.7,0.0,1.2,ENE,Aotizhongxin
98.0,1100.0,20.0,113.0,98.0,10900.0,2010.0,5.0,30.0,4.0,5.0,22.7,999.0,12.9,0.0,0.1,ENE,Aotizhongxin
49.0,1200.0,19.0,107.0,49.0,10900.0,2010.0,5.0,30.0,6.0,9.0,23.8,1000.0,18.4,0.0,0.0,NW,Aotizhongxin
49.0,1200.0,22.0,100.0,49.0,10900.0,2010.0,5.0,30.0,7.0,19.0,26.8,1000.0,12.1,0.0,0.9,N,Aotizhongxin
57.0,2100.0,37.0,102.0,57.0,10900.0,2010.0,5.0,30.0,8.0,37.0,30.3,1000.0,11.3,0.0,1.2,E,Aotizhongxin
78.0,2500.0,68.0,104.0,78.0,10900.0,2010.0,5.0,30.0,9.0,77.0,31.6,1000.0,12.4,0.0,1.5,ENE,Aotizhongxin
85.0,2400.0,72.0,82.0,85.0,10900.0,2010.0,5.0,30.0,10.0,144.0,32.8,1000.0,12.9,0.0,2.0,E,Aotizhongxin
99.0,2300.0,70.0,62.0,99.0,10900.0,2010.0,5.0,30.0,11.0,206.0,33.4,1000.0,14.0,0.0,1.9,E,Aotizhongxin
122.0,2400.0,72.0,57.0,254.0,10900.0,2010.0,5.0,30.0,12.0,260.0,33.9,1000.0,15.4,0.0,1.3,SE,Aotizhongxin
119.0,1600.0,50.0,43.0,233.0,10900.0,2010.0,5.0,30.0,13.0,302.0,34.2,1000.0,15.6,0.0,1.8,SE,Aotizhongxin
115.0,1100.0,46.0,39.0,221.0,10900.0,2010.0,5.0,30.0,14.0,311.0,34.8,999.0,16.2,0.0,1.3,SSW,Aotizhongxin
121.0,1200.0,50.0,42.0,234.0,10900.0,2010.0,5.0,30.0,15.0,327.0,34.3,999.0,17.1,0.0,1.6,S,Aotizhongxin
122.0,1200.0,48.0,41.0,247.0,10900.0,2010.0,5.0,30.0,16.0,338.0,33.3,999.0,15.3,0.0,1.8,SSE,Aotizhongxin
111.0,1100.0,40.0,44.0,246.0,10900.0,2010.0,5.0,30.0,17.0,306.0,32.1,999.0,15.1,0.0,2.0,ESE,Aotizhongxin
103.0,900.0,34.0,47.0,220.0,10900.0,2010.0,5.0,30.0,18.0,275.0,30.7,1000.0,15.2,0.0,1.8,SSE,Aotizhongxin
107.0,900.0,32.0,49.0,219.0,10900.0,2010.0,5.0,30.0,19.0,257.0,29.4,1000.0,15.9,0.0,0.7,SSE,Aotizhongxin
97.0,900.0,33.0,48.0,204.0,10900.0,2010.0,5.0,30.0,20.0,233.0,27.5,1000.0,16.1,0.0,0.9,S,Aotizhongxin
98.0,1000.0,25.0,60.0,206.0,10900.0,2010.0,5.0,30.0,21.0,182.0,27.4,1000.0,14.8,0.0,0.9,SSE,Aotizhongxin
90.0,900.0,27.0,50.0,198.0,10900.0,2010.0,5.0,30.0,22.0,177.0,25.9,1000.0,16.4,0.0,0.1,ESE,Aotizhongxin
84.0,900.0,25.0,45.0,167.0,10900.0,2010.0,5.0,30.0,23.0,157.0,25.2,1000.0,16.3,0.0,0.0,ESE,Aotizhongxin
77.0,800.0,23.0,45.0,146.0,10900.0,2010.0,5.0,31.0,0.0,140.0,23.2,1000.0,17.2,0.0,0.0,E,Aotizhongxin
76.0,800.0,22.0,54.0,147.0,10900.0,2010.0,5.0,31.0,1.0,118.0,22.2,1000.0,16.2,0.0,0.2,E,Aotizhongxin
79.0,1000.0,22.0,71.0,154.0,10900.0,2010.0,5.0,31.0,2.0,84.0,22.7,1000.0,15.0,0.0,0.5,NNE,Aotizhongxin
81.0,1400.0,23.0,70.0,157.0,10900.0,2010.0,5.0,31.0,3.0,73.0,22.5,1000.0,15.1,0.0,1.4,NE,Aotizhongxin
83.0,1900.0,25.0,79.0,174.0,10900.0,2010.0,5.0,31.0,4.0,62.0,21.5,1000.0,15.3,0.0,0.0,ESE,Aotizhongxin
92.0,1900.0,31.0,65.0,166.0,11000.0,2010.0,5.0,31.0,5.0,71.0,21.8,1000.0,16.7,0.0,0.0,ENE,Aotizhongxin
99.0,2300.0,47.0,67.0,177.0,11000.0,2010.0,5.0,31.0,6.0,63.0,23.1,1000.0,16.9,0.0,1.2,ENE,Aotizhongxin
105.0,3000.0,78.0,92.0,202.0,11000.0,2010.0,5.0,31.0,7.0,43.0,25.4,1000.0,15.4,0.0,0.4,NNE,Aotizhongxin
104.0,2800.0,82.0,96.0,261.0,11000.0,2010.0,5.0,31.0,8.0,39.0,26.3,1000.0,15.0,0.0,0.9,NE,Aotizhongxin
104.0,2800.0,85.0,103.0,232.0,11000.0,2010.0,5.0,31.0,9.0,41.0,28.6,1000.0,14.1,0.0,1.4,ENE,Aotizhongxin
108.0,3000.0,85.0,100.0,223.0,11000.0,2010.0,5.0,31.0,10.0,62.0,30.2,1000.0,14.7,0.0,1.5,NE,Aotizhongxin
123.0,3300.0,93.0,102.0,282.0,11000.0,2010.0,5.0,31.0,11.0,84.0,31.5,1000.0,15.0,0.0,1.5,NE,Aotizhongxin
140.0,3000.0,88.0,106.0,287.0,11000.0,2010.0,5.0,31.0,12.0,128.0,32.3,1000.0,15.3,0.0,1.4,SW,Aotizhongxin
139.0,2700.0,81.0,92.0,293.0,11000.0,2010.0,5.0,31.0,13.0,174.0,32.6,1000.0,19.1,0.0,0.0,ESE,Aotizhongxin
140.0,2600.0,76.0,86.0,263.0,11000.0,2010.0,5.0,31.0,14.0,206.0,33.3,1000.0,15.3,0.0,1.7,WSW,Aotizhongxin
142.0,2500.0,73.0,79.0,288.0,11000.0,2010.0,5.0,31.0,15.0,240.0,33.5,999.0,16.4,0.0,2.1,SW,Aotizhongxin
151.0,2500.0,62.0,87.0,335.0,11000.0,2010.0,5.0,31.0,16.0,270.0,32.7,999.0,17.7,0.0,1.3,SW,Aotizhongxin
144.0,2000.0,44.0,63.0,254.0,11000.0,2010.0,5.0,31.0,17.0,276.0,32.0,999.0,15.9,0.0,1.5,WSW,Aotizhongxin
140.0,1900.0,33.0,58.0,298.0,11000.0,2010.0,5.0,31.0,18.0,271.0,29.3,999.0,18.4,0.0,0.0,SE,Aotizhongxin
144.0,2100.0,28.0,67.0,276.0,11000.0,2010.0,5.0,31.0,19.0,242.0,28.7,999.0,20.2,0.0,1.1,W,Aotizhongxin
147.0,2500.0,21.0,75.0,288.0,11000.0,2010.0,5.0,31.0,20.0,192.0,27.5,999.0,20.8,0.0,0.9,W,Aotizhongxin
152.0,2100.0,20.0,79.0,258.0,11000.0,2010.0,5.0,31.0,21.0,170.0,20.3,1010.0,19.1,11.5,4.5,SW,Aotizhongxin
129.0,900.0,22.0,40.0,725.0,11000.0,2010.0,5.0,31.0,22.0,159.0,20.6,1000.0,19.9,3.3,2.6,WNW,Aotizhongxin
67.0,500.0,4.0,20.0,67.0,11000.0,2010.0,5.0,31.0,23.0,139.0,20.4,1000.0,19.7,0.2,1.0,ENE,Aotizhongxin
75.0,500.0,4.0,17.0,75.0,11000.0,2010.0,6.0,1.0,0.0,135.0,20.5,1000.0,19.7,0.0,1.1,E,Aotizhongxin
68.0,500.0,4.0,24.0,68.0,11000.0,2010.0,6.0,1.0,1.0,127.0,20.8,1000.0,18.9,0.0,1.2,N,Aotizhongxin
57.0,400.0,2.0,21.0,57.0,11000.0,2010.0,6.0,1.0,2.0,131.0,21.4,1000.0,18.2,0.1,1.3,ENE,Aotizhongxin
44.0,400.0,2.0,23.0,44.0,11000.0,2010.0,6.0,1.0,3.0,130.0,21.1,1000.0,18.7,0.0,1.6,ENE,Aotizhongxin
43.0,400.0,2.0,29.0,43.0,11000.0,2010.0,6.0,1.0,4.0,119.0,21.3,1000.0,17.5,0.0,1.5,NE,Aotizhongxin
43.0,400.0,2.0,25.0,43.0,11000.0,2010.0,6.0,1.0,5.0,126.0,21.4,1000.0,18.0,0.0,0.7,NW,Aotizhongxin
53.0,700.0,3.0,26.0,76.0,11000.0,2010.0,6.0,1.0,6.0,125.0,21.3,1000.0,18.5,0.0,2.2,ENE,Aotizhongxin
49.0,500.0,4.0,33.0,53.0,11000.0,2010.0,6.0,1.0,7.0,106.0,22.1,1000.0,16.8,0.0,2.3,NE,Aotizhongxin
44.0,400.0,4.0,34.0,44.0,11000.0,2010.0,6.0,1.0,8.0,107.0,23.4,1000.0,17.6,0.0,2.0,NE,Aotizhongxin
41.0,400.0,4.0,38.0,62.0,11000.0,2010.0,6.0,1.0,9.0,101.0,24.6,1000.0,15.8,0.0,3.6,NNE,Aotizhongxin
41.0,500.0,3.0,38.0,52.0,11000.0,2010.0,6.0,1.0,10.0,107.0,26.6,1000.0,15.6,0.0,1.9,NNE,Aotizhongxin
32.0,400.0,5.0,25.0,53.0,11000.0,2010.0,6.0,1.0,11.0,136.0,27.8,1000.0,14.4,0.0,2.8,NE,Aotizhongxin
30.0,400.0,4.0,27.0,50.0,11000.0,2010.0,6.0,1.0,12.0,138.0,29.3,1000.0,14.3,0.0,1.7,ENE,Aotizhongxin
